magnitude_pct,mean_dsr_debt_policy,mean_dsr_income_policy
0.0,1.290581432315738,1.290581432315738
5.0,1.2690840933064798,1.1881030692594734
10.0,1.2665609696574869,1.0983549135908541
15.000000000000002,1.2457205186284825,0.9784265334746298
20.0,1.2125260029984921,0.9403528734457568
25.0,1.1920158812497048,0.903747244787911
30.000000000000004,1.158481867786554,0.8389281630603189
35.0,1.1493144582302461,0.9806716661702157
40.0,1.1156327871089289,0.7780197931171965
45.0,1.0996992796579677,0.7199144892941872
50.0,1.0626033460743651,0.6996388604888413
55.00000000000001,1.0164342057413387,0.6688320109593769
60.00000000000001,1.0027089130425606,0.6524363206720403
65.0,0.9828638766492024,0.6409195487654223
70.0,0.9556322306511358,0.6342593287741204
75.0,0.940379265757218,0.6207681473089134
80.0,0.9134767104460152,0.6102629243017668
